Shadow32 Result
ccaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
cacaaaaaaaaaaaaaaaaaaaaaaaaaaaaa uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
caacaaaaaaaaaaaaaaaaaaaaaaaaaaaa uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
caaacaaaaaaaaaaaaaaaaaaaaaaaaaaa uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
caaaacaaaaaaaaaaaaaaaaaaaaaaaaaa uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
caaaaacaaaaaaaaaaaaaaaaaaaaaaaaa uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
caaaaaacaaaaaaaaaaaaaaaaaaaaaaaa uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
caaaaaaacaaaaaaaaaaaaaaaaaaaaaaa uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
caaaaaaaacaaaaaaaaaaaaaaaaaaaaaa uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
caaaaaaaaacaaaaaaaaaaaaaaaaaaaaa uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
caaaaaaaaaacaaaaaaaaaaaaaaaaaaaa uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
caaaaaaaaaaacaaaaaaaaaaaaaaaaaaa uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
caaaaaaaaaaaacaaaaaaaaaaaaaaaaaa uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
caaaaaaaaaaaaacaaaaaaaaaaaaaaaaa uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
caaaaaaaaaaaaaacaaaaaaaaaaaaaaaa uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
caaaaaaaaaaaaaaacaaaaaaaaaaaaaaa uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
caaaaaaaaaaaaaaaacaaaaaaaaaaaaaa uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
caaaaaaaaaaaaaaaaacaaaaaaaaaaaaa uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
caaaaaaaaaaaaaaaaaacaaaaaaaaaaaa uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
caaaaaaaaaaaaaaaaaaacaaaaaaaaaaa uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
caaaaaaaaaaaaaaaaaaaacaaaaaaaaaa uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
caaaaaaaaaaaaaaaaaaaaacaaaaaaaaa uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
caaaaaaaaaaaaaaaaaaaaaacaaaaaaaa uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
caaaaaaaaaaaaaaaaaaaaaaacaaaaaaa uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
caaaaaaaaaaaaaaaaaaaaaaaacaaaaaa uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
caaaaaaaaaaaaaaaaaaaaaaaaacaaaaa uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
caaaaaaaaaaaaaaaaaaaaaaaaaacaaaa uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
caaaaaaaaaaaaaaaaaaaaaaaaaaacaaa uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
caaaaaaaaaaaaaaaaaaaaaaaaaaaacaa uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
caaaaaaaaaaaaaaaaaaaaaaaaaaaaaca uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
caaaaaaaaaaaaaaaaaaaaaaaaaaaaaac uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
accaaaaaaaaaaaaaaaaaaaaaaaaaaaaa uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
