Shadow32 Result
ccaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa bbbbbbbbuuuuuuuubbbbbbbbuuuuuuuu
cacaaaaaaaaaaaaaaaaaaaaaaaaaaaaa bbbbbbbbuuuuuuuubbbbbbbbuuuuuuuu
caacaaaaaaaaaaaaaaaaaaaaaaaaaaaa bbbbbbbbuuuuuuuubbbbbbbbuuuuuuuu
caaacaaaaaaaaaaaaaaaaaaaaaaaaaaa bbbbbbbbuuuuuuuubbbbbbbbuuuuuuuu
caaaacaaaaaaaaaaaaaaaaaaaaaaaaaa bbbbbbbbuuuuuuuubbbbbbbbuuuuuuuu
caaaaacaaaaaaaaaaaaaaaaaaaaaaaaa bbbbbbbbuuuuuuuubbbbbbbbuuuuuuuu
caaaaaacaaaaaaaaaaaaaaaaaaaaaaaa bbbbbbbbuuuuuuuubbbbbbbbuuuuuuuu
caaaaaaacaaaaaaaaaaaaaaaaaaaaaaa uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
caaaaaaaacaaaaaaaaaaaaaaaaaaaaaa bbbbbbbbuuuuuuuubbbbbbbbuuuuuuuu
caaaaaaaaacaaaaaaaaaaaaaaaaaaaaa uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
caaaaaaaaaacaaaaaaaaaaaaaaaaaaaa ububuuuuuuuuuuuuububuuuuuuuuuuuu
caaaaaaaaaaacaaaaaaaaaaaaaaaaaaa uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
caaaaaaaaaaaacaaaaaaaaaaaaaaaaaa uuuuububuuuuuuuuuuuuububuuuuuuuu
caaaaaaaaaaaaacaaaaaaaaaaaaaaaaa uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
caaaaaaaaaaaaaacaaaaaaaaaaaaaaaa bbbbbbbbuuuuuuuubbbbbbbbuuuuuuuu
caaaaaaaaaaaaaaacaaaaaaaaaaaaaaa bbbbbbbbuuuuuuuubbbbbbbbuuuuuuuu
caaaaaaaaaaaaaaaacaaaaaaaaaaaaaa bbbbbbbbuuuuuuuubbbbbbbbuuuuuuuu
caaaaaaaaaaaaaaaaacaaaaaaaaaaaaa bbbbbbbbuuuuuuuubbbbbbbbuuuuuuuu
caaaaaaaaaaaaaaaaaacaaaaaaaaaaaa bbbbbbbbuuuuuuuubbbbbbbbuuuuuuuu
caaaaaaaaaaaaaaaaaaacaaaaaaaaaaa bbbbbbbbuuuuuuuubbbbbbbbuuuuuuuu
caaaaaaaaaaaaaaaaaaaacaaaaaaaaaa bbbbbbbbuuuuuuuubbbbbbbbuuuuuuuu
caaaaaaaaaaaaaaaaaaaaacaaaaaaaaa bbbbbbbbuuuuuuuubbbbbbbbuuuuuuuu
caaaaaaaaaaaaaaaaaaaaaacaaaaaaaa bbbbbbbbuuuuuuuubbbbbbbbuuuuuuuu
caaaaaaaaaaaaaaaaaaaaaaacaaaaaaa bbbbbbbbuuuuuuuubbbbbbbbuuuuuuuu
caaaaaaaaaaaaaaaaaaaaaaaacaaaaaa bbbbbbbbbbbbbbbubbbbbbbbbbbbbbbu
caaaaaaaaaaaaaaaaaaaaaaaaacaaaaa bbbbbbbbuuuuuuuubbbbbbbbuuuuuuuu
caaaaaaaaaaaaaaaaaaaaaaaaaacaaaa bbbbbbbbbubuuuuubbbbbbbbbubuuuuu
caaaaaaaaaaaaaaaaaaaaaaaaaaacaaa bbbbbbbbuuuuuuuubbbbbbbbuuuuuuuu
caaaaaaaaaaaaaaaaaaaaaaaaaaaacaa bbbbbbbbbuuuuububbbbbbbbbuuuuubu
caaaaaaaaaaaaaaaaaaaaaaaaaaaaaca bbbbbbbbuuuuuuuubbbbbbbbuuuuuuuu
caaaaaaaaaaaaaaaaaaaaaaaaaaaaaac bbbbbbbbbbbbbubbbbbbbbbbbbbbbubb
accaaaaaaaaaaaaaaaaaaaaaaaaaaaaa bbbbbbbbuuuuuuuubbbbbbbbuuuuuuuu
acacaaaaaaaaaaaaaaaaaaaaaaaaaaaa bbbbbbbbuuuuuuuubbbbbbbbuuuuuuuu
acaacaaaaaaaaaaaaaaaaaaaaaaaaaaa bbbbbbbbuuuuuuuubbbbbbbbuuuuuuuu
acaaacaaaaaaaaaaaaaaaaaaaaaaaaaa bbbbbbbbuuuuuuuubbbbbbbbuuuuuuuu
acaaaacaaaaaaaaaaaaaaaaaaaaaaaaa bbbbbbbbuuuuuuuubbbbbbbbuuuuuuuu
acaaaaacaaaaaaaaaaaaaaaaaaaaaaaa bbbbbbbbuuuuuuuubbbbbbbbuuuuuuuu
acaaaaaacaaaaaaaaaaaaaaaaaaaaaaa bbbbbbbbuuuuuuuubbbbbbbbuuuuuuuu
acaaaaaaacaaaaaaaaaaaaaaaaaaaaaa uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
acaaaaaaaacaaaaaaaaaaaaaaaaaaaaa bbbbbbbbuuuuuuuubbbbbbbbuuuuuuuu
acaaaaaaaaacaaaaaaaaaaaaaaaaaaaa uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
acaaaaaaaaaacaaaaaaaaaaaaaaaaaaa uububuuuuuuuuuuuuububuuuuuuuuuuu
acaaaaaaaaaaacaaaaaaaaaaaaaaaaaa uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
acaaaaaaaaaaaacaaaaaaaaaaaaaaaaa buuuuubuuuuuuuuubuuuuubuuuuuuuuu
acaaaaaaaaaaaaacaaaaaaaaaaaaaaaa uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
acaaaaaaaaaaaaaacaaaaaaaaaaaaaaa bbbbbbbbuuuuuuuubbbbbbbbuuuuuuuu
acaaaaaaaaaaaaaaacaaaaaaaaaaaaaa bbbbbbbbuuuuuuuubbbbbbbbuuuuuuuu
acaaaaaaaaaaaaaaaacaaaaaaaaaaaaa bbbbbbbbuuuuuuuubbbbbbbbuuuuuuuu
acaaaaaaaaaaaaaaaaacaaaaaaaaaaaa bbbbbbbbuuuuuuuubbbbbbbbuuuuuuuu
acaaaaaaaaaaaaaaaaaacaaaaaaaaaaa bbbbbbbbuuuuuuuubbbbbbbbuuuuuuuu
acaaaaaaaaaaaaaaaaaaacaaaaaaaaaa bbbbbbbbuuuuuuuubbbbbbbbuuuuuuuu
acaaaaaaaaaaaaaaaaaaaacaaaaaaaaa bbbbbbbbuuuuuuuubbbbbbbbuuuuuuuu
acaaaaaaaaaaaaaaaaaaaaacaaaaaaaa bbbbbbbbuuuuuuuubbbbbbbbuuuuuuuu
acaaaaaaaaaaaaaaaaaaaaaacaaaaaaa bbbbbbbbbbbbbbubbbbbbbbbbbbbbbub
acaaaaaaaaaaaaaaaaaaaaaaacaaaaaa bbbbbbbbuuuuuuuubbbbbbbbuuuuuuuu
acaaaaaaaaaaaaaaaaaaaaaaaacaaaaa bbbbbbbbubbbbbbbbbbbbbbbubbbbbbb
acaaaaaaaaaaaaaaaaaaaaaaaaacaaaa bbbbbbbbuuuuuuuubbbbbbbbuuuuuuuu
acaaaaaaaaaaaaaaaaaaaaaaaaaacaaa bbbbbbbbububuuuubbbbbbbbububuuuu
acaaaaaaaaaaaaaaaaaaaaaaaaaaacaa bbbbbbbbuuuuuuuubbbbbbbbuuuuuuuu
acaaaaaaaaaaaaaaaaaaaaaaaaaaaaca bbbbbbbbubuuuuubbbbbbbbbubuuuuub
acaaaaaaaaaaaaaaaaaaaaaaaaaaaaac bbbbbbbbuuuuuuuubbbbbbbbuuuuuuuu
aaccaaaaaaaaaaaaaaaaaaaaaaaaaaaa bbbbbbbbuuuuuuuubbbbbbbbuuuuuuuu
aacacaaaaaaaaaaaaaaaaaaaaaaaaaaa bbbbbbbbuuuuuuuubbbbbbbbuuuuuuuu
aacaacaaaaaaaaaaaaaaaaaaaaaaaaaa bbbbbbbbuuuuuuuubbbbbbbbuuuuuuuu
aacaaacaaaaaaaaaaaaaaaaaaaaaaaaa bbbbbbbbuuuuuuuubbbbbbbbuuuuuuuu
aacaaaacaaaaaaaaaaaaaaaaaaaaaaaa bbbbbbbbuuuuuuuubbbbbbbbuuuuuuuu
aacaaaaacaaaaaaaaaaaaaaaaaaaaaaa uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
aacaaaaaacaaaaaaaaaaaaaaaaaaaaaa bbbbbbbbuuuuuuuubbbbbbbbuuuuuuuu
aacaaaaaaacaaaaaaaaaaaaaaaaaaaaa uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
aacaaaaaaaacaaaaaaaaaaaaaaaaaaaa bbbbbbbbuuuuuuuubbbbbbbbuuuuuuuu
aacaaaaaaaaacaaaaaaaaaaaaaaaaaaa uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
aacaaaaaaaaaacaaaaaaaaaaaaaaaaaa uuububuuuuuuuuuuuuububuuuuuuuuuu
aacaaaaaaaaaaacaaaaaaaaaaaaaaaaa uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu
aacaaaaaaaaaaaacaaaaaaaaaaaaaaaa ubuuuuubuuuuuuuuubuuuuubuuuuuuuu
aacaaaaaaaaaaaaacaaaaaaaaaaaaaaa bbbbbbbbuuuuuuuubbbbbbbbuuuuuuuu
aacaaaaaaaaaaaaaacaaaaaaaaaaaaaa bbbbbbbbuuuuuuuubbbbbbbbuuuuuuuu
